GSvolume_pa_composition_average,ML pred ASR barrier (eV),IsRareEarth_composition_average,IsFBlock_composition_average,NdUnfilled_composition_average,CovalentRadii_composition_average,BCCfermi_composition_average,GSenergy_pa_composition_average,AtomicVolume_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,ICSDVolume_composition_average,valence_composition_average,HeatFusion_composition_average,CovalentRadius_composition_average,phi_difference,HHIr_composition_average,ThermalConductivity_arithmetic_average,HeatFusion_arithmetic_average,ElectricalConductivity_composition_average,HHIr_arithmetic_average,Electrolyte class_2,GSestFCClatcnt_composition_average,HHIp_composition_average,SecondIonizationEnergy_arithmetic_average,ElectricalConductivity_difference
20.3372,1.039426339,0.0,0.0,0.6799999999999999,1.068,3.3921643121,-4.7577315808,4670.193438766384,207.225,25.283,2.68,4.3117,109.0,2.61,1043.0,124.96685,8.6875,4.285,1425.0,0.0,3.95737702146,1356.0,20.39825,57.900000000000006
20.344,1.148188925,0.0,0.0,0.6,1.068,3.3507092375000003,-4.66563499,4670.193438766384,207.225,25.285,2.6,4.307499999999999,109.0,2.61,1045.0,124.96685,8.6875,5.275,1425.0,0.0,3.9581089627,1340.0,20.39825,57.900000000000006
20.7868,1.007234616,0.0,0.0,0.8800000000000001,1.0784,3.3405229176,-4.8098878176,3740.641123417188,166.22,25.692,2.48,4.7968,110.24,2.78,1192.0,44.31348,11.670000000000002,2.98,1900.0,1.0,3.99302791984,1476.0,18.2982,15.599999999999998
20.7868,0.948089419,0.0,0.0,0.8800000000000001,1.0784,3.3405229176,-4.8098878176,3740.641123417188,166.22,25.692,2.48,4.7968,110.24,2.78,1192.0,44.31348,11.670000000000002,2.98,1900.0,0.0,3.99302791984,1476.0,18.2982,15.599999999999998
21.0555,1.014375074,0.0,0.0,1.0,1.0844,3.3084972096,-4.8633011101,3740.641123417188,166.22,25.946,2.56,4.845,111.34,2.78,1164.0,44.31348,11.670000000000002,2.534,1900.0,1.0,4.01568773288,1468.0,18.2982,15.599999999999998
21.0264,1.070656287,0.0,0.0,0.94,1.0838,3.2898324882,-4.7909953972,3740.641123417188,166.22,25.91,2.38,4.9884,110.98,2.78,1242.0,44.31348,11.670000000000002,2.9359999999999995,1900.0,1.0,4.01247367694,1510.0,18.2982,15.599999999999998
20.9702,0.878158136,0.0,0.0,0.9000000000000001,1.0818,3.3206036934,-4.768260642,3122.703138328077,140.4,25.886,2.46,4.6046000000000005,110.54,2.78,1192.0,39.79456666666667,11.623333333333331,2.97,2016.6666666666663,0.0,4.0036617916,1604.0,17.2885,16.099999999999998
20.9702,1.006768228,0.0,0.0,0.9000000000000001,1.0818,3.3206036934,-4.768260642,3122.703138328077,140.4,25.886,2.46,4.6046000000000005,110.54,2.78,1192.0,39.79456666666667,11.623333333333331,2.97,2016.6666666666663,1.0,4.0036617916,1604.0,17.2885,16.099999999999998
20.4623,1.261599069,0.0,0.0,0.76,1.0707,3.473814666,-4.839689643,4673.7566178235065,211.125,25.424,2.77,4.21281,109.1,2.61,1046.0,45.11685,6.11025,2.7219999999999995,1550.0,0.0,3.96722019277,1389.0,20.0425,8.399999999999999
20.4015,1.228745995,0.0,0.0,0.8200000000000001,1.0697,3.4388502104,-4.9139548387000005,4671.736486528489,204.925,25.344,2.79,4.4799,109.32,2.61,1114.0,38.141850000000005,12.7875,2.754,3250.0,0.0,3.96300675801,1441.0,18.90525,8.399999999999999
20.3065,1.188529957,0.0,0.0,0.7,1.067,3.386561878,-4.7589184775,4669.971274393836,206.45,25.235,2.65,4.501499999999999,108.6,2.8800000000000003,1045.0,47.391850000000005,9.6575,2.97,1425.0,0.0,3.95402035845,1310.0,19.86725,11.8
20.327,1.423274756,0.0,0.0,0.8,1.068,3.454346924,-4.895876467,6222.981271044546,270.8,25.28,2.8,4.318,109.0,2.61,1040.0,32.9558,7.05,2.8,1400.0,0.0,3.9562791096,1380.0,20.433666666666667,8.399999999999999
20.55255,1.279379967,0.0,0.0,0.76,1.0704,3.4803374625000005,-4.8526320943000005,4673.977649598925,208.6,25.433,2.78,4.2514,109.07,2.61,1042.0,41.36685,7.074999999999999,2.775,1450.0,0.0,3.97232946034,1382.0,18.98325,8.399999999999999
21.2292,1.240200301,0.0,0.0,0.64,1.0776,3.558309078,-4.722898976200001,4673.977649598925,208.6,25.892,2.72,4.0516000000000005,109.28,2.61,1048.0,41.36685,7.074999999999999,2.7,1450.0,1.0,4.020480512560001,1388.0,18.98325,8.399999999999999
23.451200000000004,0.989212628,0.0,0.0,0.24,1.1066,3.759475464,-4.2917199802,3746.2788114955815,169.56,28.252,2.62,3.781200000000001,110.88,2.61,1508.0,34.66748,7.881199999999999,1.6699999999999997,2360.0,1.0,4.17926515966,1678.0,18.524,10.3
22.5624,0.922249885,0.0,0.0,0.4,1.095,3.6790089096,-4.4641915786,3746.2788114955815,169.56,27.308,2.66,3.88936,110.24,2.61,1324.0,34.66748,7.881199999999999,2.0819999999999994,2360.0,1.0,4.11575130082,1562.0,18.524,10.3
21.6736,1.060064104,0.0,0.0,0.5599999999999999,1.0834,3.5985423552,-4.636663177000001,3746.2788114955815,169.56,26.364,2.7,3.99752,109.6,2.61,1140.0,34.66748,7.881199999999999,2.4939999999999998,2360.0,1.0,4.05223744198,1446.0,18.524,10.3
20.45165,1.100733813,0.0,0.0,0.84,1.0708,3.4321124962000003,-4.898481208950001,4673.052439100708,204.525,25.395,2.78,4.3899,109.43,2.61,1052.0,30.39185,10.5375,2.711,1700.0,0.0,3.96653766414,1390.0,18.60775,8.899999999999999
20.836,0.990448595,0.0,0.0,0.64,1.0754,3.4438517982000003,-4.6687309789,3743.926591190129,171.2,25.82,2.7,4.12908,109.12,2.61,1142.0,44.54748,7.8648,2.708,2420.0,1.0,3.994455862,1422.0,19.1904,15.999999999999998
20.0116,1.120830499,0.01,0.01,0.89,1.0643,3.4723353391000003,-4.923185457500001,4675.498384361861,202.6,24.981,2.81,4.3435,108.81,2.61,1048.0,27.36685,7.705,2.78,1825.0,0.0,3.94334202529,1445.0,18.349,10.4
15.479100000000004,1.376561458,0.02,0.02,0.8,0.9886,4.455086917,-5.2399067206000005,3747.9332895898,166.24,20.864,3.24,4.87144,99.38,2.61,1574.0,23.84748,7.829199999999999,2.508,2660.0,0.0,3.75949965028,1832.0,17.7078,10.3
16.3076,0.949310678,0.0,0.0,0.76,1.0086,4.1393483184,-5.0286190064000005,3741.1553964001537,168.14,21.826,2.9800000000000004,4.8432,100.06,2.7,1532.0,38.37348,9.7532,3.098,2720.0,0.0,3.79669088424,1758.0,19.2148,17.0
16.327,1.097706742,0.0,0.0,0.8,1.009,4.151791466000001,-5.076822815,4673.695280329414,206.925,21.85,3.1,4.7476,100.3,2.53,1480.0,22.96685,8.1415,2.83,2725.0,0.0,3.7988335882,1730.0,19.7535,10.3
17.6038,1.255810941,0.0,0.0,0.8,1.036,3.7466361992,-4.939369967,4673.695280329414,206.925,23.092,2.92,4.52704,103.12,2.53,1300.0,22.96685,8.1415,3.076,2725.0,0.0,3.8539997434,1664.0,19.7535,10.3
16.340600000000002,1.098390629,0.0,0.0,0.64,1.009,4.068881316800001,-4.8926296334,3741.322212649911,168.84,21.854,2.9400000000000004,4.7392,100.3,2.53,1484.0,98.57348,9.2332,4.81,2480.0,0.0,3.80029747068,1698.0,19.8612,59.8
16.476,1.001234832,0.0,0.0,0.84,1.0124,4.1207980388,-5.1129795584,3742.5566508595934,167.0,21.978,3.08,5.0714,100.94,2.53,1628.0,29.113480000000003,12.5132,2.738,3940.0,0.0,3.81228888502,1852.0,18.6668,10.3
16.7436,0.568311667,0.0,0.0,0.72,1.0136,4.190544833800001,-4.9934603746,3744.994508952289,167.74,22.22,3.08,4.8672,100.44,2.53,1520.0,23.23348,10.4712,2.658,2860.0,0.0,3.8291386862,1840.0,19.1088,10.3
16.4462,1.170578451,0.0,0.0,0.88,1.012,4.0822846164,-5.0666176702,3742.483487695292,167.26,21.968,3.06,4.7544,100.86,2.53,1484.0,22.75348,9.3432,2.658,2500.0,0.0,3.80994296074,1704.0,18.5188,10.3
16.5654,1.169277862,0.0,0.0,0.96,1.015,4.0127777668,-5.056412525400001,3742.483487695292,167.26,22.086,3.02,4.7612,101.42,2.53,1488.0,22.75348,9.3432,2.486,2500.0,0.0,3.82105233328,1678.0,18.5188,10.3
16.474800000000002,0.870379039,0.0,0.0,0.86,1.0124,4.1314864684,-5.1481411186,3742.565570175368,166.8,21.968,3.08,5.2028,101.06,2.53,1548.0,29.87348,13.8272,2.768,3140.0,0.0,3.81219694686,1728.0,15.802799999999998,10.3
20.060075,1.120228435,0.01,0.01,0.89,1.0607,3.5161000436,-4.92591670625,4676.61861481311,204.4,25.026,2.81,4.3088,108.92,2.61,1048.0,28.09185,6.8375,2.7909999999999995,1825.0,0.0,3.945765783,1445.0,18.09,9.3
20.060075,1.009446865,0.01,0.01,0.89,1.0607,3.5161000436,-4.92591670625,4676.61861481311,204.4,25.026,2.81,4.3088,108.92,2.61,1048.0,28.09185,6.8375,2.7909999999999995,1825.0,0.0,3.945765783,1445.0,18.09,9.3
18.1916,1.050632297,0.08,0.08,1.52,1.0096,3.9483718808,-5.136198381,4676.61861481311,204.4,23.248,2.88,4.2444,108.36,2.61,1104.0,28.09185,6.8375,2.728,1825.0,0.0,3.8721724968,1900.0,18.09,9.3
19.259300000000003,0.924626384,0.04,0.04,1.16,1.0388,3.701359402400001,-5.016037424,4676.61861481311,204.4,24.264000000000003,2.84,4.2812,108.68,2.61,1072.0,28.09185,6.8375,2.764,1825.0,0.0,3.9142258032,1640.0,18.09,9.3
19.79315,1.130791246,0.02,0.02,0.98,1.0534,3.5778531632000004,-4.9559569455000005,4676.61861481311,204.4,24.772,2.82,4.2996,108.84,2.61,1056.0,28.09185,6.8375,2.782,1825.0,0.0,3.9352524564,1510.0,18.09,9.3
20.178477380952003,1.058472035,0.01,0.01,0.85,1.0596,3.552263861,-4.897066953075,3746.937716213816,188.92,25.098,2.8,4.3561,108.67,3.23,1085.0,22.52048,9.178,2.6789999999999994,2480.0,0.0,3.95561417331,1441.0,18.417,11.2
17.663541666666667,1.183335729,0.0,0.0,0.6666666666666667,1.0225,3.4890239704166666,-4.798816301458333,3747.052560918652,169.58,23.050000000000004,2.333333333333333,4.625416666666667,101.91666666666669,2.78,1262.5,40.47948,8.956000000000001,4.1,1980.0,0.0,3.820902997916667,1529.1666666666667,17.8782,15.099999999999998
19.3134,1.09760532,0.0,0.0,0.6400000000000001,1.0594,3.4156672156,-4.6789903666,3747.052560918652,169.58,24.504,2.3200000000000003,4.731400000000001,106.04,2.78,1318.0,40.47948,8.956000000000001,4.0920000000000005,1980.0,0.0,3.91495732906,1612.0,17.8782,15.099999999999998
19.3134,1.205873511,0.0,0.0,0.6400000000000001,1.0594,3.4156672156,-4.6789903666,3747.052560918652,169.58,24.504,2.3200000000000003,4.731400000000001,106.04,2.78,1318.0,40.47948,8.956000000000001,4.0920000000000005,1980.0,0.0,3.91495732906,1612.0,17.8782,15.099999999999998
19.3134,1.207653558,0.0,0.0,0.6400000000000001,1.0594,3.4156672156,-4.6789903666,3747.052560918652,169.58,24.504,2.3200000000000003,4.731400000000001,106.04,2.78,1318.0,40.47948,8.956000000000001,4.0920000000000005,1980.0,1.0,3.91495732906,1612.0,17.8782,15.099999999999998
18.751800000000003,0.66527002,0.0,0.0,0.6400000000000001,1.0552,3.4223229448,-4.664547847000001,3747.052560918652,169.58,24.096000000000004,2.3200000000000003,4.75,104.84,2.78,1360.0,40.47948,8.956000000000001,4.224,1980.0,0.0,3.89530675024,1684.0,17.8782,15.099999999999998
19.3716,1.166365477,0.0,0.0,0.76,1.0606,3.4529966584,-4.8236017924,3747.052560918652,169.58,24.576,2.68,4.4446,106.76,2.78,1162.0,40.47948,8.956000000000001,3.288,1980.0,0.0,3.92138544094,1528.0,17.8782,15.099999999999998
19.3522,1.347593528,0.0,0.0,0.72,1.0602,3.4405535108,-4.7753979838000005,3747.052560918652,169.58,24.552,2.56,4.5402000000000005,106.52,2.78,1214.0,40.47948,8.956000000000001,3.556,1980.0,0.0,3.91924273698,1556.0,17.8782,15.099999999999998
19.3149,1.046872257,0.0,0.0,0.62,1.0592,3.394774771,-4.6483090751,3124.3673481724936,143.55,24.498,2.3200000000000003,4.757,106.0,2.8800000000000003,1294.0,48.84956666666667,10.376666666666669,4.026,1900.0,0.0,3.91512518058,1570.0,17.9265,15.099999999999998
20.3231,1.124345212,0.0,0.0,0.54,1.0702,3.4395068202,-4.5617715071000005,3749.913619556821,173.64,25.324,2.2,4.54402,107.72,2.78,1300.0,40.75948,6.8522,3.894,2100.0,0.0,3.96196891518,1548.0,18.416,15.099999999999998
19.6399,1.131582707,0.0,0.0,0.66,1.064,3.3762336382,-4.6958593789,3748.297514520806,168.68,24.756,2.24,5.096799999999999,106.96,2.78,1478.0,35.17948,12.194,4.09,3460.0,0.0,3.93389146684,1724.0,17.5062,15.099999999999998
19.4046,1.135143627,0.0,0.0,0.64,1.061,3.3825296568,-4.687612419400001,3747.2193771684088,170.28,24.604,2.64,4.3406,107.0,2.61,1114.0,100.67948,8.436,5.0,1740.0,0.0,3.92499202738,1468.0,18.5246,57.900000000000006
19.4182,1.160439158,0.0,0.0,0.48,1.061,3.2996195076,-4.5034192378,3747.2193771684088,170.28,24.608,2.48,4.3322,107.0,2.61,1118.0,100.67948,8.436,6.98,1740.0,0.0,3.92645590986,1436.0,18.5246,57.900000000000006
19.4459,1.15255035,0.0,0.0,0.7000000000000001,1.0624,3.4084898292,-4.7067940078,3125.07808138801,146.35,24.656,2.66,4.26196,106.68,2.78,1146.0,53.06623333333334,8.641333333333334,3.268,1966.6666666666663,0.0,3.9288766159,1498.0,17.8925,15.099999999999998
19.391,1.226283336,0.0,0.0,0.8,1.061,3.465439806,-4.871805601,4681.066735977536,208.725,24.6,2.8,4.349,107.0,2.61,1110.0,25.59935,7.145,3.02,1800.0,0.0,3.9235281449,1500.0,18.08275,8.399999999999999
19.517,1.183841803,0.0,0.0,0.8,1.064,3.3544778818000003,-4.769503865400001,3125.622200500142,143.33333333333334,24.72,2.6800000000000006,4.3516,107.56,2.61,1116.0,87.54956666666666,9.388333333333334,3.838,1716.6666666666663,0.0,3.93536945868,1458.0,17.700499999999998,58.1
19.4902,1.169644465,0.0,0.0,0.82,1.0636,3.5091498946,-4.923018069199999,3747.953564919589,167.94,24.676,2.8,4.8224,107.44,2.61,1188.0,48.07948,13.212,3.1420000000000003,2500.0,1.0,3.9329836238,1500.0,17.758399999999998,14.5
19.54,1.138237765,0.0,0.0,0.84,1.0644,3.4344463788,-4.9079623444,3748.453815378092,168.44,24.728,2.78,4.6728,107.64,2.61,1258.0,31.21948,11.716,2.9280000000000004,3200.0,0.0,3.93698344172,1622.0,17.330199999999998,8.399999999999999
19.8076,0.962642007,0.0,0.0,0.72,1.0656,3.5041931738,-4.7884431606,3750.8916734707855,169.18,24.97,2.78,4.4686,107.14,2.61,1150.0,25.33948,9.674,2.8480000000000003,2120.0,0.0,3.9538332429,1610.0,17.772199999999998,8.6
19.520200000000003,1.088467182,0.0,0.0,0.64,1.0642,3.363983,-4.5899862232,3747.894525528989,173.02,24.736,2.640000000000001,4.07932,106.6,2.61,1130.0,43.67948,7.1296,3.248,1820.0,0.0,3.93636779086,1468.0,18.059,14.099999999999998
18.5105,1.186201622,0.04,0.04,1.16,1.0332,3.710233708000001,-4.9967807312,3752.3595180057896,168.02,23.72,2.84,4.306,107.07999999999998,2.61,1128.0,23.17948,6.956,2.9399999999999995,2060.0,0.0,3.88802503144,1736.0,16.677999999999997,9.3
18.505651724138,1.005696284,0.04,0.04,1.1800000000000002,1.0332,3.732702693,-5.0114823490068,3129.001715749091,143.63333333333333,23.730000000000004,2.8600000000000003,4.288,107.22,2.61,1136.0,20.61956666666667,7.948333333333334,2.726,2016.6666666666663,0.0,3.88749367504,1720.0,16.505000000000003,10.7
18.34843475321177,0.908141197,0.0392156862745098,0.0392156862745098,1.2549019607843137,1.0358823529411765,3.808040731960785,-5.090091817660392,3129.001715749091,143.63333333333333,23.50392156862745,2.9411764705882355,4.457058823529413,107.84313725490196,2.61,1149.0196078431377,20.61956666666667,7.948333333333334,2.682352941176471,2016.6666666666663,0.0,3.879398823411765,1717.6470588235293,16.505000000000003,10.7
20.0234,1.08297476,0.01,0.01,0.8,1.0644,3.4709194002,-4.92377504075,4675.725158036659,203.1,24.983,2.81,4.332999999999999,108.82999999999998,2.61,1048.0,28.04185,7.442499999999999,2.7829999999999995,1825.0,0.0,3.94395339924,1445.0,18.0925,10.1
19.520200000000003,1.088467182,0.0,0.0,0.64,1.0642,3.363983,-4.5899862232,3747.894525528989,173.02,24.736,2.64,4.07932,106.6,2.61,1130.0,43.67948,7.129599999999999,3.248,1820.0,0.0,3.93636779086,1468.0,18.059,14.099999999999998
15.268365517242,0.638959926,0.0,0.0,1.02,1.0234,3.8847309378,-5.069309231661201,4666.337297809447,207.825,21.758000000000003,2.96,4.763799999999999,103.1,1.9000000000000004,1100.0,65.44685,12.9175,6.481999999999999,3150.0,0.0,3.76295183202,1538.0,19.237,30.8
15.11451724138,0.755204718,0.0,0.0,1.0,1.02,3.93819335,-5.047854106068,6215.78235275249,274.6666666666667,21.64,3.0,4.421999999999999,102.6,1.9000000000000004,960.0,69.36246666666668,7.223333333333334,6.359999999999999,1266.6666666666667,0.0,3.7489651788,1400.0,20.876,30.8
17.961666666666666,0.846884335,0.1111111111111111,0.1111111111111111,1.6666666666666663,1.0622222222222222,3.627402207777778,-4.946964598333333,4675.303008290254,202.9,22.71111111111111,2.333333333333333,5.587777777777777,110.33333333333334,2.78,1477.7777777777778,32.31685,8.302499999999998,4.377777777777777,2150.0,0.0,3.871914333888889,2355.555555555556,18.569,17.099999999999998
17.961666666666666,1.141465441,0.1111111111111111,0.1111111111111111,1.6666666666666663,1.0622222222222222,3.627402207777778,-4.946964598333333,4675.303008290254,202.9,22.71111111111111,2.333333333333333,5.587777777777777,110.33333333333334,2.78,1477.7777777777778,32.31685,8.302499999999998,4.377777777777777,2150.0,0.0,3.871914333888889,2355.555555555556,18.569,17.099999999999998
18.069444444444443,1.46819733,0.1111111111111111,0.1111111111111111,1.8888888888888888,1.0644444444444443,3.696530805555556,-5.214763535,4675.498384361861,202.6,22.84444444444444,3.0,5.056666666666667,111.66666666666666,2.61,1188.888888888889,27.36685,7.705,2.888888888888889,1825.0,0.0,3.883818244777778,2200.0,18.349,10.4
18.042509578544447,1.721457247,0.1111111111111111,0.1111111111111111,2.0,1.0644444444444443,3.8213585,-5.296439189482222,3742.8412483826087,166.42000000000002,22.9,3.111111111111111,4.956666666666667,112.44444444444446,2.61,1233.3333333333333,23.45748,8.746,1.7000000000000002,1820.0,0.0,3.8808662647777785,2111.1111111111118,17.807199999999998,10.7
17.14875862069,1.121175013,0.1,0.1,1.7999999999999998,1.031,3.746576,-5.242474461034,3742.8412483826087,166.42000000000002,22.340000000000003,3.0,4.483,107.8,2.61,1160.0,23.45748,8.746,1.5299999999999998,1820.0,0.0,3.8242514845,1950.0,17.807199999999998,10.7
17.441666666666666,1.157943029,0.1111111111111111,0.1111111111111111,1.6666666666666663,1.0583333333333331,3.63356492,-4.933591894999999,3751.307032787504,166.82,22.33333333333333,2.333333333333333,5.605,109.22222222222224,2.78,1516.6666666666667,26.55948,8.128,4.5,2320.0,0.0,3.8537193535,2422.222222222222,17.0612,17.099999999999998
17.495555555555555,1.152778492,0.1111111111111111,0.1111111111111111,1.7777777777777777,1.0594444444444444,3.6681292188888888,-5.067491363333334,3128.052088151177,140.98333333333332,22.4,2.6666666666666665,5.339444444444444,109.88888888888889,2.78,1372.2222222222222,35.49956666666667,9.075,3.755555555555556,2166.666666666667,0.0,3.8596713089444448,2344.4444444444443,16.91433333333333,17.099999999999998
