GSvolume_pa_composition_average,ML pred ASR barrier (eV),IsRareEarth_composition_average,IsFBlock_composition_average,NdUnfilled_composition_average,CovalentRadii_composition_average,BCCfermi_composition_average,GSenergy_pa_composition_average,AtomicVolume_arithmetic_average,ThermalExpansionCoefficient_arithmetic_average,ICSDVolume_composition_average,valence_composition_average,HeatFusion_composition_average,CovalentRadius_composition_average,phi_difference,HHIr_composition_average,ThermalConductivity_arithmetic_average,HeatFusion_arithmetic_average,ElectricalConductivity_composition_average,HHIr_arithmetic_average,Electrolyte class_2,GSestFCClatcnt_composition_average,HHIp_composition_average,SecondIonizationEnergy_arithmetic_average,ElectricalConductivity_difference
16.14,1.393050036,0.1,0.1,1.5,1.022,3.583108219,-4.9038764630000005,4672.891470565707,203.375,21.49,2.3,5.081999999999999,103.9,2.7,1450.0,28.59935,8.379999999999999,4.159999999999999,2325.0,0.0,3.783443782,2290.0,18.8255,17.099999999999998
14.8092,1.580748636,0.16,0.16,2.04,1.004,3.6843829804,-5.0821729256,4672.891470565707,203.375,20.104,2.3600000000000003,5.2164,103.96,2.7,1456.0,28.59935,8.379999999999999,3.908,2325.0,0.0,3.72547185496,2608.0,18.8255,17.099999999999998
17.56075,0.984945332,0.1,0.1,1.5,0.993,4.009662382,-4.9552598165,4676.423238741503,204.7,22.62,2.3,4.703999999999999,107.0,2.78,1380.0,33.041850000000004,7.435,4.05,2150.0,1.0,3.8404323238,2170.0,18.31,15.999999999999998
18.0946,1.101147707,0.08,0.08,1.3199999999999998,1.0076,3.8861561428,-4.895179338,4676.423238741503,204.7,23.128,2.28,4.7224,107.16,2.78,1364.0,33.041850000000004,7.435,4.068,2150.0,0.0,3.861458977,2040.0,18.31,15.999999999999998
19.75435,1.140249113,0.02,0.02,0.9,1.0526,3.552966868,-4.8595493283,3743.494063987111,166.12,24.724,2.58,4.4908,108.36,2.78,1160.0,42.47348,8.71,3.318,2000.0,0.0,3.93096704848,1566.0,17.884,15.999999999999998
18.66725,1.104760737,0.06,0.06,1.22,1.023,3.7875361988,-4.9315064767,3743.494063987111,166.12,23.684,2.5,4.5496,107.79999999999998,2.78,1244.0,42.47348,8.71,3.55,2000.0,0.0,3.88677103812,1854.0,17.884,15.999999999999998
17.1045,1.114760036,0.12,0.12,1.84,0.98,4.1829412116,-5.208155529400001,3743.494063987111,166.12,22.208,2.8,4.3032,107.79999999999998,2.78,1188.0,42.47348,8.71,2.96,2000.0,0.0,3.82797648644,2188.0,17.884,15.999999999999998
18.50027777777778,1.308599836,0.1111111111111111,0.1111111111111111,1.6666666666666663,1.022222222222222,4.113676702222223,-4.977311806666666,4676.423238741503,204.7,23.21111111111111,2.333333333333333,5.202222222222222,111.55555555555554,2.78,1477.7777777777778,33.041850000000004,7.435,4.5,2150.0,0.0,3.898844975111112,2355.555555555556,18.31,15.999999999999998
18.50027777777778,1.081673946,0.1111111111111111,0.1111111111111111,1.6666666666666663,1.022222222222222,4.113676702222223,-4.977311806666666,4676.423238741503,204.7,23.21111111111111,2.333333333333333,5.202222222222222,111.55555555555554,2.78,1477.7777777777778,33.041850000000004,7.435,4.5,2150.0,1.0,3.898844975111112,2355.555555555556,18.31,15.999999999999998
18.60805555555556,1.38989525,0.1111111111111111,0.1111111111111111,1.8888888888888888,1.0244444444444445,4.1828053,-5.245110743333333,4676.61861481311,204.4,23.34444444444444,3.0,4.671111111111111,112.88888888888889,2.61,1188.888888888889,28.09185,6.8375,3.011111111111111,1825.0,0.0,3.910748886,2200.0,18.09,9.3
18.3208,1.354391939,0.08,0.08,1.36,1.0128,3.846915074800001,-4.8543790032,3744.3360285974486,169.56,23.384,2.72,3.974720000000001,107.96,2.61,1124.0,45.67348,6.8836,2.9559999999999995,1840.0,0.0,3.88501214276,1868.0,18.0648,14.999999999999998
15.366,1.499819378,0.08,0.08,1.52,0.9652,4.5018903616,-5.2905838058,3746.462353487292,166.58,20.776000000000003,3.12,4.57568,102.2,2.53,1428.0,21.07348,7.753199999999999,2.664,2800.0,0.0,3.75931646556,2132.0,18.0146,10.3
15.13285,1.272157649,0.1399999999999999,0.1399999999999999,2.26,0.9534,4.7017474192,-5.5619746908,4671.189484346142,203.1,20.662,2.9399999999999995,5.7124,106.94,2.1000000000000005,1644.0,76.86685,8.989999999999998,3.724,2300.0,0.0,3.75835934756,2484.0,18.63675,29.4
15.041900000000002,1.584427927,0.12,0.12,1.7999999999999998,0.9604,4.2448189528,-5.1487775308,3739.076729864385,166.54,20.700000000000003,2.8000000000000003,4.468,104.6,2.6500000000000004,1076.0,76.93347999999999,9.25,5.108,1600.0,0.0,3.74751204276,2176.0,18.479,29.4
15.041900000000002,1.59633682,0.12,0.12,1.7999999999999998,0.9604,4.2448189528,-5.1487775308,3739.076729864385,166.54,20.700000000000003,2.8000000000000003,4.468,104.6,2.6500000000000004,1076.0,76.93347999999999,9.25,5.108,1600.0,0.0,3.74751204276,2176.0,18.479,29.4
14.9305,1.15975428,0.2,0.2,2.2,0.9196,4.473156798,-4.99694767,3732.698979932985,165.62,20.084000000000003,2.3600000000000003,4.6104,106.28,2.03,1316.0,121.09348,10.739999999999998,5.408,1860.0,0.0,3.73957705032,2592.0,20.3392,58.8
14.8915,1.842493593,0.2,0.2,2.4,0.92,4.627193578,-5.2556622090000005,6213.574557763772,266.06666666666666,20.08,2.4,4.611999999999999,106.2,1.93,1460.0,37.92246666666667,7.54,3.96,2100.0,0.0,3.7352990578,2820.0,21.078666666666663,15.999999999999998
15.0805,1.284683083,0.2,0.2,2.8,0.924,4.994519164,-5.740727688,6213.940250027365,263.3666666666667,20.26,3.0,5.572,108.8,1.4800000000000004,1740.0,35.82246666666667,9.14,1.96,2566.6666666666665,0.0,3.755879498,2820.0,20.892,6.0
14.947500000000002,1.699589894,0.2,0.2,2.4000000000000004,0.92,4.553839224,-5.222765273,4663.111615504863,202.6,20.11,2.7,4.501,106.6,2.03,1210.0,46.16685,9.4275,2.96,1625.0,0.0,3.7414950753,2540.0,20.131,12.7
14.9721,1.807441691,0.2,0.2,2.52,0.9212,4.6351812792,-5.3871148604000005,4663.111615504863,202.6,20.164,2.88,4.2808,107.08,2.03,1204.0,46.16685,9.4275,2.756,1625.0,0.0,3.74420557668,2624.0,20.131,12.7
14.988500000000002,1.417809609,0.2,0.2,2.6,0.922,4.689409316000001,-5.496681252,6213.835059192582,265.6666666666667,20.200000000000003,3.0,4.134,107.4,1.7599999999999998,1200.0,31.322466666666667,6.743333333333333,2.62,1666.6666666666667,0.0,3.7460125776,2680.0,20.78533333333333,9.3
14.988500000000002,1.703000893,0.2,0.2,2.6,0.922,4.689409316000001,-5.496681252,6213.835059192582,265.6666666666667,20.200000000000003,3.0,4.134,107.4,1.7599999999999998,1200.0,31.322466666666667,6.743333333333333,2.62,1666.6666666666667,0.0,3.7460125776,2680.0,20.78533333333333,9.3
14.94001724138,1.566071408,0.2,0.2,2.8,0.922,4.914099166,-5.643697430068,6213.980172357934,268.96666666666664,20.3,3.2,3.954,108.8,1.2800000000000002,1280.0,7.195800000000001,6.443333333333334,0.48,1800.0,0.0,3.7406990136,2520.0,20.60533333333333,1.4
14.9393,1.237655016,0.2,0.2,2.36,0.9196,4.5267252056,-5.1679820772,4663.111615504863,202.6,20.092,2.64,4.5744,106.44,2.03,1212.0,46.16685,9.4275,3.028,1625.0,0.0,3.74059157484,2512.0,20.131,12.7
14.9393,1.272011527,0.2,0.2,2.36,0.9196,4.5267252056,-5.1679820772,4663.111615504863,202.6,20.092,2.64,4.5744,106.44,2.03,1212.0,46.16685,9.4275,3.028,1625.0,0.0,3.74059157484,2512.0,20.131,12.7
16.2781,1.339236847,0.12,0.12,1.6799999999999995,0.9728,4.1420429268,-4.996083602200001,4674.011701016956,205.175,21.568,2.3200000000000003,4.7104,105.24,2.7,1452.0,29.32435,7.512499999999999,4.207999999999999,2325.0,0.0,3.79320489884,2396.0,18.5665,15.999999999999998
16.2781,1.188486115,0.12,0.12,1.6799999999999995,0.9728,4.1420429268,-4.996083602200001,4674.011701016956,205.175,21.568,2.3200000000000003,4.7104,105.24,2.7,1452.0,29.32435,7.512499999999999,4.207999999999999,2325.0,1.0,3.79320489884,2396.0,18.5665,15.999999999999998
16.2781,0.917826656,0.12,0.12,1.6799999999999995,0.9728,4.1420429268,-4.996083602200001,4674.011701016956,205.175,21.568,2.3200000000000003,4.7104,105.24,2.7,1452.0,29.32435,7.512499999999999,4.207999999999999,2325.0,0.0,3.79320489884,2396.0,18.5665,15.999999999999998
15.5848,1.662637709,0.16,0.16,2.04,0.9464,4.3846182524,-5.1258729056,4674.011701016956,205.175,20.824,2.3600000000000003,4.661199999999999,105.72,2.7,1456.0,29.32435,7.512499999999999,4.084,2325.0,0.0,3.76425197832,2608.0,18.5665,15.999999999999998
15.5848,1.869007513,0.16,0.16,2.04,0.9464,4.3846182524,-5.1258729056,4674.011701016956,205.175,20.824,2.3600000000000003,4.661199999999999,105.72,2.7,1456.0,29.32435,7.512499999999999,4.084,2325.0,0.0,3.76425197832,2608.0,18.5665,15.999999999999998
15.5848,1.718816633,0.16,0.16,2.04,0.9464,4.3846182524,-5.1258729056,4674.011701016956,205.175,20.824,2.3600000000000003,4.661199999999999,105.72,2.7,1456.0,29.32435,7.512499999999999,4.084,2325.0,1.0,3.76425197832,2608.0,18.5665,15.999999999999998
16.64415,1.402697315,0.1,0.1,1.54,0.9864,4.0331984116,-4.9793927591000005,3741.564833807473,166.5,21.964,2.42,4.6394,105.24,2.7,1398.0,39.49948,8.772,4.002,2140.0,1.0,3.80982406306,2262.0,18.0892,15.999999999999998
16.355700000000002,1.411684135,0.12,0.12,1.84,0.9744,4.1918155172,-5.1888988366,3741.564833807473,166.5,21.664,2.8,4.328,106.2,2.7,1244.0,39.49948,8.772,3.136,2140.0,0.0,3.80177571468,2284.0,18.0892,15.999999999999998
16.355700000000002,1.472107191,0.12,0.12,1.84,0.9744,4.1918155172,-5.1888988366,3741.564833807473,166.5,21.664,2.8,4.328,106.2,2.7,1244.0,39.49948,8.772,3.136,2140.0,0.0,3.80177571468,2284.0,18.0892,15.999999999999998
16.355700000000002,1.339201426,0.12,0.12,1.84,0.9744,4.1918155172,-5.1888988366,3741.564833807473,166.5,21.664,2.8,4.328,106.2,2.7,1244.0,39.49948,8.772,3.136,2140.0,1.0,3.80177571468,2284.0,18.0892,15.999999999999998
15.95085,1.512807809,0.1399999999999999,0.1399999999999999,1.9,0.96,4.2757737372,-5.1091820625,3741.564833807473,166.5,21.22,2.46,4.5902,105.72,2.7,1402.0,39.49948,8.772,3.878,2140.0,0.0,3.78087114254,2474.0,18.0892,15.999999999999998
17.198,0.669570377,0.08,0.08,1.52,1.0042,3.9182467644,-5.0952662766,3120.9710503362803,139.96666666666667,22.536,2.74,4.701,106.36,2.7,1388.0,41.86623333333334,12.31,3.168,3250.0,1.0,3.84418393202,2194.0,17.461,15.999999999999998
15.613910344828,1.668305788,0.16,0.16,2.28,0.9476,4.5567616052,-5.358694038240801,3741.651901706685,168.48,20.956000000000003,2.84,4.2664,107.28,2.7,1348.0,25.02348,8.591999999999999,1.996,2220.0,0.0,3.7674919518,2428.0,17.981199999999998,17.4
15.613910344828,1.596739737,0.16,0.16,2.28,0.9476,4.5567616052,-5.358694038240801,3741.651901706685,168.48,20.956000000000003,2.84,4.2664,107.28,2.7,1348.0,25.02348,8.591999999999999,1.996,2220.0,0.0,3.7674919518,2428.0,17.981199999999998,17.4
18.2494,0.916965728,0.02,0.02,0.8699999999999999,1.0442,3.4984468327,-4.7619983152500005,3742.809787409628,165.6,23.638,2.28,5.247400000000001,105.18,2.7,1625.0,34.19948,12.01,4.179,3620.0,0.0,3.88737717334,2028.0,17.7172,15.999999999999998
15.5878,1.912070749,0.16,0.16,2.0,0.946,4.3428333632000005,-5.0645103226,3741.397617701905,166.82,20.812,2.3600000000000003,4.7124,105.64,2.8000000000000003,1408.0,41.59948,9.506,3.952,2160.0,0.0,3.76458768136,2524.0,18.4868,15.999999999999998
17.44265,1.172822544,0.06,0.06,1.4,1.015,3.9319286308,-5.1156326209,3741.784249165629,164.88,22.822000000000003,2.8599999999999994,4.7376,106.14,2.53,1348.0,38.23948,9.732,2.856,2420.0,1.0,3.85030787554,1980.0,17.9772,9.3
15.876883620689998,1.110784195,0.15,0.15,2.35,0.956,4.651090008000001,-5.529975929784,3741.87131706484,166.86,21.21,3.05,4.8245000000000005,108.2,2.2500000000000004,1505.0,23.76348,9.552,1.375,2500.0,0.0,3.78448040645,2405.0,17.8692,7.4
16.09645,1.346747936,0.1399999999999999,0.1399999999999999,1.26,0.9616,3.9109955816,-4.3810313889,4674.220221329153,206.05,21.336,2.14,4.165799999999999,106.67999999999998,2.0500000000000003,1214.0,104.57435,6.862499999999999,12.706,2025.0,0.0,3.79676137078,2202.0,19.3745,58.8
16.3887,0.625828856,0.12,0.12,1.7199999999999998,0.9748,4.1213485156,-5.052909463600001,3741.73165005723,167.2,21.692,2.76,4.224,106.44,2.53,1196.0,99.69948,8.252,4.848,1900.0,0.0,3.80538230112,2224.0,18.7356,58.8
16.05565,1.520689833,0.1399999999999999,0.1399999999999999,1.74,0.9616,4.1597260292,-4.9336109337,3741.73165005723,167.2,21.324,2.62,4.190999999999999,106.68,2.53,1202.0,99.69948,8.252,6.766,1900.0,0.0,3.79236972334,2298.0,18.7356,58.8
15.695400000000005,1.592286505,0.16,0.16,2.08,0.9484,4.3639238412,-5.182698767,3741.73165005723,167.2,20.948,2.8,4.1748,106.92000000000002,2.53,1200.0,99.69948,8.252,4.724,1900.0,1.0,3.7764293806,2436.0,18.7356,58.8
15.681800000000004,1.61775047,0.16,0.16,2.24,0.9484,4.4468339904,-5.3668919486,4674.207077088563,204.875,20.944000000000003,2.96,4.183199999999999,106.92,2.53,1196.0,24.37435,6.914999999999999,2.744,2000.0,0.0,3.77496549812,2468.0,18.3465,9.3
16.72175,1.248987689,0.1,0.1,1.7000000000000002,0.988,4.082971002000001,-5.1722079935,4674.207077088563,204.875,22.06,2.9,4.257,106.2,2.53,1190.0,24.37435,6.914999999999999,2.93,2000.0,0.0,3.8183948789,2150.0,18.3465,9.3
16.3751,1.205716716,0.12,0.12,1.88,0.9748,4.2042586648,-5.2371026452,4674.207077088563,204.875,21.688,2.92,4.2324,106.44,2.53,1192.0,24.37435,6.914999999999999,2.868,2000.0,0.0,3.80391841864,2256.0,18.3465,9.3
16.3751,1.403081695,0.12,0.12,1.88,0.9748,4.2042586648,-5.2371026452,4674.207077088563,204.875,21.688,2.92,4.2324,106.44,2.53,1192.0,24.37435,6.914999999999999,2.868,2000.0,0.0,3.80391841864,2256.0,18.3465,9.3
16.73535,1.493131595,0.1,0.1,1.54,0.988,4.0000608528,-4.9880148119,3741.73165005723,167.2,22.064,2.74,4.2486,106.20000000000002,2.53,1194.0,99.69948,8.251999999999999,4.91,1900.0,0.0,3.81985876138,2118.0,18.7356,58.8
16.87075,0.899788697,0.1,0.1,1.7400000000000002,0.9914,4.0519775748,-5.2083647369,3742.9660882669136,165.36,22.188,2.88,4.5808,106.84,2.53,1338.0,30.23948,11.532,2.838,3360.0,0.0,3.83185017572,2272.0,17.5412,9.3
15.45999224138,1.511687399,0.1699999999999999,0.1699999999999999,2.53,0.9418,4.732167671800001,-5.546355452518,4674.315911962577,207.35,20.858,3.17,3.9909,108.44,2.0500000000000003,1277.0,6.27935,6.69,0.573,2100.0,0.0,3.76241370399,2361.0,18.2115,4.5
15.45999224138,1.504089874,0.1699999999999999,0.1699999999999999,2.53,0.9418,4.732167671800001,-5.546355452518,4674.315911962577,207.35,20.858,3.17,3.9909,108.44,2.0500000000000003,1277.0,6.27935,6.69,0.573,2100.0,0.0,3.76241370399,2361.0,18.2115,4.5
15.633317241380002,1.564998886,0.16,0.16,2.44,0.9484,4.671523840400001,-5.513908126668,4674.315911962577,207.35,21.044,3.16,4.0032,108.32,2.0500000000000003,1276.0,6.27935,6.69,0.604,2100.0,0.0,3.76965193412,2308.0,18.2115,4.5
15.633317241380002,1.53234261,0.16,0.16,2.44,0.9484,4.671523840400001,-5.513908126668,4674.315911962577,207.35,21.044,3.16,4.0032,108.32,2.0500000000000003,1276.0,6.27935,6.69,0.604,2100.0,0.0,3.76965193412,2308.0,18.2115,4.5
15.633317241380002,1.409104157,0.16,0.16,2.44,0.9484,4.671523840400001,-5.513908126668,4674.315911962577,207.35,21.044,3.16,4.0032,108.32,2.0500000000000003,1276.0,6.27935,6.69,0.604,2100.0,0.0,3.76965193412,2308.0,18.2115,4.5
15.97996724138,1.181215032,0.1399999999999999,0.1399999999999999,2.26,0.9616,4.5502361776,-5.449013474968,4674.315911962577,207.35,21.416,3.14,4.027799999999999,108.07999999999998,2.0500000000000003,1274.0,6.27935,6.69,0.6659999999999999,2100.0,0.0,3.78412839438,2202.0,18.2115,4.5
15.656613793104,1.272467873,0.16,0.16,2.24,0.9484,4.5436757212,-5.3003117094544,3741.8187179564416,169.18,21.028,2.96,4.0308,108.04,2.0500000000000003,1264.0,85.22348,8.072,3.012,1980.0,0.0,3.7721785294,2308.0,18.6276,60.2
16.228015517242,1.097459292,0.1399999999999999,0.1399999999999999,2.16,0.9654,4.480466432,-5.2994476161612,3744.097188189187,170.84,21.64,3.04,3.9392,108.11999999999998,2.0500000000000003,1248.0,36.22348,7.047999999999999,1.104,1780.0,0.0,3.80477825214,2276.0,17.5762,21.9
16.476063793104,1.040729834,0.1399999999999999,0.1399999999999999,2.06,0.9691999999999998,4.4106966864,-5.1498817573544,3744.097188189187,170.84,21.864,2.9400000000000004,3.850600000000001,108.16,2.0500000000000003,1222.0,36.22348,7.047999999999999,1.5419999999999998,1780.0,0.0,3.8254281099,2350.0,17.5762,21.9
15.868265517242,0.981882948,0.16,0.16,2.52,0.9538,4.6090610076,-5.4592070834612,3744.45459175378,167.88,21.298,3.08,4.027,108.94,2.0500000000000003,1330.0,8.183480000000001,8.172,0.624,2580.0,0.0,3.78943364042,2386.0,17.1292,4.5
16.103213793104,1.234070965,0.16,0.16,2.6,0.9591999999999998,4.5465981748,-5.4045060402544,3744.45459175378,167.88,21.552,3.0,4.050800000000001,109.56,2.0500000000000003,1384.0,8.183480000000001,8.172,0.644,2580.0,0.0,3.80921534672,2464.0,17.1292,4.5
17.052,1.272987239,0.08,0.08,1.44,1.0004,3.9074553024,-4.9977469502,3741.553918559192,166.58,22.396,2.76,4.4284,105.64,2.8000000000000003,1192.0,37.63948,9.028,3.128,1900.0,0.0,3.83106433824,1988.0,18.3108,12.7
17.77265,1.125868605,0.06,0.06,1.58,1.0234,3.6318751276,-5.0118032557,3742.892925102612,165.62,23.158,2.74,4.326599999999999,107.4,2.53,1198.0,23.87948,8.362,2.538,1920.0,0.0,3.88067591704,1860.0,17.3932,9.3
17.551111111111112,1.088194803,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0588888888888888,3.668722025555556,-4.959645915694445,3749.053710206427,168.56,22.33611111111111,2.333333333333333,5.34611111111111,109.80555555555554,2.78,1455.5555555555557,67.03347999999998,7.8439999999999985,5.258333333333333,2020.0,0.0,3.8595002205,2380.555555555556,16.9558,29.7
17.77527777777778,1.058552124,0.1111111111111111,0.1111111111111111,0.7222222222222222,1.0622222222222222,3.656172918333333,-5.012533854722222,3128.238643245952,142.46666666666667,22.511111111111116,2.5,5.191111111111111,110.11111111111111,2.78,1444.4444444444446,36.4829,8.653333333333334,4.216666666666667,2166.666666666667,0.0,3.872336824333334,2383.333333333333,16.686333333333334,16.299999999999997
18.295287356322223,1.333712959,0.1111111111111111,0.1111111111111111,0.8888888888888888,1.0666666666666669,3.79212005,-5.174531946704445,3742.908813639053,168.44,22.97777777777778,2.7777777777777777,4.941111111111111,112.33333333333334,2.78,1377.7777777777778,28.59748,8.718,2.533333333333333,2080.0,0.0,3.8905558024444447,2188.888888888889,17.7096,17.4
18.281810344827772,1.270938248,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0661111111111112,3.7124240533333337,-5.066744385296667,3742.908813639053,168.44,22.916666666666664,2.555555555555556,5.123888888888889,111.61111111111111,2.78,1427.7777777777778,28.59748,8.718,3.5,2080.0,0.0,3.8890558147222234,2272.222222222222,17.7096,17.4
18.26833333333333,1.201840841,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0655555555555556,3.632728056666666,-4.958956823888888,4675.582840932416,205.125,22.855555555555554,2.333333333333333,5.306666666666667,110.88888888888889,2.78,1477.7777777777778,33.791850000000004,7.67,4.466666666666667,2150.0,0.0,3.887555827,2355.555555555556,18.227,16.299999999999997
18.451666666666668,0.803977637,0.1111111111111111,0.1111111111111111,0.0,1.0677777777777775,3.241244714444444,-4.203460307222223,4675.791361244613,206.0,23.011111111111116,2.111111111111111,4.728888888888889,112.22222222222224,2.1300000000000003,1211.111111111111,109.04185,7.02,13.977777777777778,1850.0,0.0,3.9075924183333335,2022.2222222222224,19.035,59.1
18.37611111111111,1.367965398,0.1111111111111111,0.1111111111111111,0.8888888888888888,1.0677777777777775,3.7018566544444447,-5.226755760555555,4675.778217004023,204.825,22.988888888888887,3.0,4.775555555555556,112.22222222222224,2.61,1188.888888888889,28.84185,7.0725,2.977777777777778,1825.0,0.0,3.899459737888889,2200.0,18.006999999999998,9.6
19.301573275862506,1.420594931,0.125,0.125,0.625,1.055,3.49858321375,-4.9362997969175,4675.887051878037,207.3,24.4625,2.75,3.5337500000000004,110.625,2.1300000000000003,1212.5,10.74685,6.8475,0.6125,1925.0,0.0,3.945918219875,2075.0,17.872,2.3
17.76181034482778,1.150244674,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0622222222222222,3.718586765555555,-5.053371681963334,3128.311199828628,144.11666666666667,22.538888888888888,2.555555555555556,5.14111111111111,110.5,2.78,1466.6666666666667,24.419566666666668,8.503333333333334,3.622222222222222,2233.333333333333,0.0,3.8708608343333335,2338.8888888888887,16.596333333333334,17.4
17.748333333333335,1.15620234,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0616666666666663,3.638890768888889,-4.945584120555555,3751.5308989012337,168.6,22.477777777777774,2.333333333333333,5.323888888888888,109.77777777777776,2.78,1516.6666666666667,27.73948,7.621999999999999,4.588888888888889,2320.0,0.0,3.8693608466111113,2422.222222222222,16.787599999999998,16.299999999999997
17.93166666666667,0.372875529,0.1111111111111111,0.1111111111111111,0.0,1.0638888888888889,3.2474074266666664,-4.190087603888889,3751.697715150991,169.3,22.633333333333333,2.111111111111111,4.746111111111111,111.11111111111111,2.1300000000000003,1250.0,87.93947999999999,7.101999999999999,14.1,2080.0,0.0,3.889397437944445,2088.888888888889,17.434,59.1
14.474,1.588329381,0.2,0.2,0.6,0.998,3.761486016,-5.222623240000001,6212.454027351656,266.6333333333333,19.44,2.4,4.799999999999999,105.0,1.91,1460.0,38.92246666666667,7.853333333333333,3.9,2100.0,0.0,3.7149785912,2820.0,20.968,16.299999999999997
16.416,1.155171744,0.1,0.1,0.6,1.025,3.587901483,-4.914669466,4673.171303207869,205.6,21.62,2.3,4.828999999999999,104.4,2.7,1450.0,30.07435,7.7475,4.239999999999999,2325.0,0.0,3.7975211258,2290.0,18.4835,16.299999999999997
16.4645,1.157831124,0.1,0.1,0.7,1.026,3.619009352,-5.0351789875,3740.8925155602033,166.84,21.68,2.6,4.59,105.0,2.7,1320.0,40.09948,8.96,3.5699999999999994,2140.0,0.0,3.8028778857,2220.0,18.0228,16.299999999999997
17.22833333333333,1.208222916,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0577777777777777,3.645053481111111,-4.932211417222222,4673.171303207869,205.6,22.1,2.333333333333333,5.341111111111111,108.66666666666666,2.7,1555.5555555555557,30.07435,7.7475,4.71111111111111,2325.0,0.0,3.8511658662222223,2488.888888888889,18.4835,16.299999999999997
16.526600000000002,1.283518741,0.1,0.1,0.64,1.027,3.5672070718000004,-4.9714953274,3741.05933180996,167.54,21.744,2.74,4.3426,105.6,2.53,1194.0,100.29948,8.440000000000001,4.88,1900.0,0.0,3.80969852808,2118.0,18.6692,59.1
17.817611111111113,1.109924289,0.1111111111111111,0.1111111111111111,0.7222222222222222,1.0618888888888889,3.694984192333333,-5.027733233722222,3126.352672808729,142.18333333333334,22.506666666666668,2.5,5.177666666666667,110.57777777777778,2.78,1387.7777777777778,68.56123333333335,8.796666666666665,4.716666666666667,1916.6666666666663,0.0,3.8728185413,2336.666666666667,16.79716666666667,29.8
17.790666666666667,1.144880151,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0613333333333332,3.677702042888889,-4.960783499555555,3749.267734376567,168.26,22.473333333333336,2.333333333333333,5.310444444444444,110.24444444444444,2.78,1460.0,66.23348,7.794,5.088888888888889,2020.0,0.0,3.869842563577778,2375.555555555556,16.9206,29.8
18.39138888888889,1.436959497,0.1111111111111111,0.1111111111111111,0.7222222222222222,1.067222222222222,3.666189017222222,-5.027181960277778,3743.035769909981,166.16,22.922222222222224,2.5,5.146111111111111,111.44444444444444,2.78,1405.5555555555557,42.27348,8.848,4.083333333333333,2000.0,1.0,3.8952630265,2316.6666666666665,17.7824,16.4
18.364444444444445,0.671109998,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0666666666666669,3.648906867777778,-4.960232226111111,4675.850371145091,204.75,22.88888888888889,2.333333333333333,5.278888888888888,111.11111111111111,2.78,1477.7777777777778,32.791850000000004,7.6075,4.455555555555555,2150.0,0.0,3.892287048777778,2355.555555555556,18.183,16.4
18.364444444444445,0.969633013,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0666666666666669,3.648906867777778,-4.960232226111111,4675.850371145091,204.75,22.88888888888889,2.333333333333333,5.278888888888888,111.11111111111111,2.78,1477.7777777777778,32.791850000000004,7.6075,4.455555555555555,2150.0,0.0,3.892287048777778,2355.555555555556,18.183,16.4
18.364444444444445,0.89855756,0.1111111111111111,0.1111111111111111,0.6666666666666666,1.0666666666666669,3.648906867777778,-4.960232226111111,4675.850371145091,204.75,22.88888888888889,2.333333333333333,5.278888888888888,111.11111111111111,2.78,1477.7777777777778,32.791850000000004,7.6075,4.455555555555555,2150.0,1.0,3.892287048777778,2355.555555555556,18.183,16.4
18.497666666666667,1.127359617,0.1111111111111111,0.1111111111111111,0.7333333333333333,1.0697777777777775,3.630144493333333,-4.951400269944444,3745.682159099791,165.8,23.04222222222222,2.333333333333333,5.255555555555555,111.6,2.78,1497.7777777777778,29.39348,8.906,4.2733333333333325,2620.0,0.0,3.903576883155556,2382.2222222222226,17.1064,16.4
18.47222222222222,1.270208864,0.1111111111111111,0.1111111111111111,0.8888888888888888,1.068888888888889,3.7180354655555554,-5.228031162777778,4676.045747216698,204.45,23.022222222222226,3.0,4.747777777777777,112.44444444444444,2.61,1188.888888888889,27.84185,7.01,2.966666666666667,1825.0,0.0,3.904190959666667,2200.0,17.963,9.7
18.983555555555554,1.221324889,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.080888888888889,3.629160248222222,-5.139143550777778,3745.838459957077,165.56,23.60888888888889,2.866666666666667,4.760666666666667,114.13333333333333,2.61,1326.6666666666667,25.43348,8.428,2.535555555555556,2360.0,1.0,3.946969515,2337.777777777778,16.9304,9.7
18.431819923372224,1.424800022,0.1111111111111111,0.1111111111111111,1.0555555555555556,1.068888888888889,3.905277007222223,-5.350544644501111,3743.279138666478,167.9,23.105555555555554,3.166666666666667,4.597777777777777,113.61111111111111,2.61,1255.5555555555557,23.83748,8.19,1.1833333333333331,1820.0,1.0,3.899762989666667,2066.6666666666665,17.4984,10.7
