GSvolume_pa_composition_average,ML pred ASR barrier (eV),IsFBlock_composition_average,IsRareEarth_composition_average,NdUnfilled_composition_average,BCCfermi_composition_average,ICSDVolume_composition_average,AtomicVolume_arithmetic_average,CovalentRadii_composition_average,GSenergy_pa_composition_average,ThermalExpansionCoefficient_arithmetic_average,valence_composition_average,HeatFusion_composition_average,HHIr_composition_average,GSestBCClatcnt_composition_average,HeatFusion_arithmetic_average,ElectricalConductivity_difference,ThermalConductivity_arithmetic_average,Electrolyte class_2,HHIr_arithmetic_average,phi_arithmetic_average,CovalentRadius_composition_average,ElectricalConductivity_composition_average,phi_difference,GSestFCClatcnt_composition_average,IonizationEnergy_composition_average,SpaceGroupNumber_composition_average,AtomicRadii_composition_average,BoilingT_arithmetic_average,SecondIonizationEnergy_arithmetic_average,ShearModulus_composition_average,Electrolyte class_0,HeatCapacityMolar_composition_average,Electrolyte class_3,HHIp_composition_average,BCCenergy_pa_composition_average,NUnfilled_arithmetic_average,ElasticModulus_composition_average,ElectronAffinity_arithmetic_average,ElectricalConductivity_arithmetic_average,Polarizability_composition_average,n_ws^third_composition_average,ThermalConductivity_composition_average,MeltingT_composition_average,ThermalExpansionCoefficient_min_value,BCCvolume_padiff_composition_average,FirstIonizationEnergy_composition_average,Density_max_value,HeatCapacityMolar_arithmetic_average,NUnfilled_composition_average
21.171,1.123112687,0.0,0.0,0.52,3.5209796352,25.82,3741.3812918157632,1.0764,-4.578287550400001,169.48,2.36,4.338399999999999,1204.0,3.1859555018,8.9,15.099999999999998,53.09348,0.0,1700.0,3.3,108.56,3.504,2.78,4.01405240068,1038.596,91.08,1.1468,2288.42,18.5986,13.980000000000002,1.0,28.3016,0.0,1472.0,-3.1853821984,2.6,38.0,60.81999999999999,8.12,9.9396,0.4923999999999999,21.712440000000004,537.6831999999999,11.8,-1.3638,10.7687368,8900.0,26.8696,1.88
20.7199,1.170289092,0.0,0.0,0.6,3.4689985582,25.514000000000003,3741.3812918157632,1.0716,-4.6647762958,169.48,2.4000000000000004,4.471599999999999,1200.0,3.1604771581400004,8.9,15.099999999999998,53.09348,0.0,1700.0,3.3,108.42,3.554,2.78,3.9819516992,1039.61,92.84,1.13922,2288.42,18.5986,15.26,0.0,28.2638,0.0,1468.0,-3.2731933768,2.6,41.22,60.81999999999999,8.12,9.966399999999998,0.503,21.98444,563.8015999999999,11.8,-1.2027,10.7799064,8900.0,26.8696,1.88
21.1526,1.045027701,0.0,0.0,0.7,3.4046104783999995,25.938,3123.319945326889,1.0806,-4.628358604100001,143.11666666666667,2.34,4.4232,1224.0,3.18520170804,9.315,16.099999999999998,47.11123333333334,0.0,1850.0,3.283333333333333,109.57999999999998,3.366,2.78,4.013102680039999,1036.744,92.14,1.1506,2510.016666666667,17.538833333333333,14.14,1.0,28.2924,0.0,1616.0,-3.23428964,3.6666666666666665,38.288,50.68333333333334,7.066666666666666,10.2524,0.4917999999999999,20.724440000000005,563.5616,11.3,-1.1994,10.7462044,8900.0,26.813,1.98
20.60526,1.404889481,0.0,0.0,0.7399999999999999,3.35928544356,25.5352,3742.590577339854,1.0738,-4.69802898354,167.34,2.332,4.61388,1241.2,3.1539281217800004,9.748,16.099999999999998,43.21348,0.0,1900.0,3.11,109.08800000000002,3.5875999999999992,2.78,3.973700430412,1038.3052,93.34,1.140984,2437.02,18.1202,15.504,1.0,28.24308,0.0,1596.4,-3.30377360996,3.6,42.0344,36.62,6.739999999999999,10.204,0.50424,21.644440000000003,588.8679999999999,11.3,-1.03506,10.7636866,8900.0,26.7776,1.94
21.1342,1.214236068,0.0,0.0,0.88,3.2882413216,26.056,3742.590577339854,1.0848,-4.678429657800001,167.34,2.3200000000000003,4.507999999999999,1244.0,3.18444791428,9.748,16.099999999999998,43.21348,0.0,1900.0,3.11,110.6,3.228,2.78,4.0121529594,1034.892,93.2,1.1544,2437.02,18.1202,14.3,1.0,28.2832,0.0,1760.0,-3.2831970816,3.6,38.576,36.62,6.739999999999999,10.5652,0.4911999999999999,19.73644,589.4399999999999,11.3,-1.035,10.723672,8900.0,26.7776,2.08
20.7269,1.332925376,0.02,0.02,0.58,3.318875075,25.784,3744.735869151062,1.0772,-4.5909355313,170.1,2.3200000000000003,4.529599999999999,1256.0,3.1602990425,9.002,15.099999999999998,46.75348,0.0,2000.0,2.986,109.26,3.587999999999999,2.78,3.98172728754,1037.472,93.82,1.14586,2007.22,18.1098,14.958000000000002,1.0,28.253,0.0,1620.0,-3.1985371414,1.7999999999999998,40.52,46.62,7.119999999999999,10.2252,0.4962,21.746440000000003,574.6800000000001,11.8,-1.0445,10.7576834,8900.0,26.8196,1.7799999999999998
20.23,1.160105817,0.0,0.0,0.6,3.392131186,25.16,6222.720769615736,1.066,-4.654857424,271.2,2.2,4.795999999999999,1300.0,3.1315974840000003,7.846666666666667,15.099999999999998,39.555800000000005,0.0,1833.3333333333333,2.473333333333333,107.8,4.14,2.78,3.9455655898,1040.52,91.8,1.1326,1811.0333333333333,20.727,15.98,0.0,28.2028,0.0,1520.0,-3.2565727320000004,1.6666666666666663,44.2,53.03333333333333,6.9,9.9212,0.512,23.84044,586.48,13.0,-1.026,10.7893648,8900.0,27.41933333333333,1.7999999999999998
20.23,1.355093511,0.0,0.0,0.6,3.392131186,25.16,6222.720769615736,1.066,-4.654857424,271.2,2.2,4.795999999999999,1300.0,3.1315974840000003,7.846666666666667,15.099999999999998,39.555800000000005,0.0,1833.3333333333333,2.473333333333333,107.8,4.14,2.78,3.9455655898,1040.52,91.8,1.1326,1811.0333333333333,20.727,15.98,1.0,28.2028,0.0,1520.0,-3.2565727320000004,1.6666666666666663,44.2,53.03333333333333,6.9,9.9212,0.512,23.84044,586.48,13.0,-1.026,10.7893648,8900.0,27.41933333333333,1.7999999999999998
20.52975,1.441246163,0.0,0.0,0.75,3.3499158435000003,25.505000000000003,4673.292904941451,1.073,-4.634985522625,205.9,2.2,4.7435,1345.0,3.151759165825,9.41,16.4,33.61685000000001,0.0,2500.0,2.6675,108.9,3.73,2.78,3.97096771715,1037.345,91.8,1.141425,2134.025,18.74525,14.83,1.0,28.22055,0.0,1580.0,-3.23637284675,3.5,41.0,44.3,5.55,10.1787,0.5,21.73544,587.63,10.0,-1.03175,10.7563768,8900.0,26.9445,1.95
20.8295,1.400531751,0.0,0.0,0.9,3.307700501,25.85,4673.292904941451,1.08,-4.61511362125,205.9,2.2,4.690999999999999,1390.0,3.17192084765,9.41,16.4,33.61685000000001,0.0,2500.0,2.6675,110.0,3.32,2.78,3.9963698445,1034.17,91.8,1.15025,2134.025,18.74525,13.68,1.0,28.2383,0.0,1640.0,-3.2161729615,3.5,37.8,44.3,5.55,10.4362,0.488,19.63044,588.78,10.0,-1.0375,10.7233888,8900.0,26.9445,2.1
21.12925,1.399621648,0.0,0.0,1.05,3.2654851585,26.195,4673.292904941451,1.087,-4.595241719875,205.9,2.2,4.6385,1435.0,3.1920825294750004,9.41,16.4,33.61685000000001,0.0,2500.0,2.6675,111.1,2.91,2.78,4.02177197185,1030.995,91.8,1.159075,2134.025,18.74525,12.53,1.0,28.25605,0.0,1700.0,-3.19597307625,3.5,34.6,44.3,5.55,10.693700000000002,0.476,17.52544,589.93,10.0,-1.04325,10.6904008,8900.0,26.9445,2.25
20.7714,1.1029212,0.0,0.0,0.72,3.4945802012,25.752,4676.106818053961,1.0738,-4.8096406678,206.45,2.78,4.26392,1132.0,3.1653063018000003,8.064,10.3,26.68435,1.0,2550.0,2.85,109.32,2.594,2.61,3.98803603902,1039.66,94.46,1.13938,1801.025,19.497,15.98,0.0,28.2692,0.0,1438.0,-3.4298502776,2.25,41.260000000000005,55.775,3.725,9.941199999999998,0.5038,18.43384,569.748,11.8,-1.1258,10.7813048,9780.0,27.017,1.98
20.8281,1.175718303,0.02,0.02,0.8399999999999999,3.379752423,25.698,3742.944835059017,1.077,-4.753392459900001,166.12,2.58,4.2944,1152.0,3.1661192323800003,8.562000000000001,16.5,42.05348,0.0,2000.0,3.106,110.08,3.006,2.78,3.98906026734,1036.072,96.0,1.1426,2440.02,17.842399999999998,15.6,1.0,28.2802,0.0,1564.0,-3.366722365,6.200000000000001,41.00000000000001,46.62,6.659999999999999,10.4712,0.5032000000000001,19.69244,577.6999999999999,5.2,-1.0607,10.7450854,8900.0,26.8596,2.3
20.5921,1.148801367,0.01,0.01,0.85,3.4263820342000004,25.507,4675.932078652993,1.0728,-4.8607873199,204.4,2.78,4.2345,1057.0,3.1543855202200004,6.6525,9.8,27.56685,0.0,1825.0,2.6075,109.72,2.7019999999999995,2.61,3.97427671644,1038.465,98.45,1.1360400000000002,2250.025,18.038,16.7,1.0,28.2792,0.0,1451.0,-3.4813492612,7.0,42.99,40.775,3.85,10.313199999999998,0.5102,19.19244,587.68,5.2,-1.0687,10.7700058,7874.0,27.372,2.18
20.3372,1.039426339,0.0,0.0,0.6799999999999999,3.3921643121,25.283,4670.193438766384,1.068,-4.7577315808,207.225,2.68,4.3117,1043.0,3.1409722234400004,8.6875,57.900000000000006,124.96685,0.0,1425.0,2.925,109.0,4.285,2.61,3.95737702146,1040.363,98.68,1.13131,2141.775,20.39825,16.360000000000003,1.0,28.241,0.0,1356.0,-3.3783743776,1.75,42.19,57.85,18.675,10.0337,0.507,29.50444,581.4831,11.8,-1.0647,10.7883622,8920.0,26.747,1.91
20.344,1.148188925,0.0,0.0,0.6,3.3507092375000003,25.285,4670.193438766384,1.068,-4.66563499,207.225,2.6,4.307499999999999,1045.0,3.1415531656000004,8.6875,57.900000000000006,124.96685,0.0,1425.0,2.925,109.0,5.275,2.61,3.9581089627,1040.085,98.6,1.13205,2141.775,20.39825,15.68,1.0,28.2278,0.0,1340.0,-3.285522436,1.75,40.45,57.85,18.675,9.9887,0.501,35.920440000000006,572.4185,11.8,-1.0645,10.7848418,8920.0,26.747,1.85
20.7868,1.007234616,0.0,0.0,0.8800000000000001,3.3405229176,25.692,3740.641123417188,1.0784,-4.8098878176,166.22,2.48,4.7968,1192.0,3.1692683602800003,11.670000000000002,15.599999999999998,44.31348,1.0,1900.0,3.16,110.24,2.98,2.78,3.99302791984,1036.704,94.6,1.14552,2649.82,18.2982,14.86,0.0,28.248,0.0,1476.0,-3.4204920872000004,3.4,39.88,46.62,6.839999999999999,10.409199999999998,0.5,19.164440000000003,604.32,5.7,-1.0672,10.7411916,8900.0,26.5436,2.08
20.7868,0.948089419,0.0,0.0,0.8800000000000001,3.3405229176,25.692,3740.641123417188,1.0784,-4.8098878176,166.22,2.48,4.7968,1192.0,3.1692683602800003,11.670000000000002,15.599999999999998,44.31348,0.0,1900.0,3.16,110.24,2.98,2.78,3.99302791984,1036.704,94.6,1.14552,2649.82,18.2982,14.86,1.0,28.248,0.0,1476.0,-3.4204920872000004,3.4,39.88,46.62,6.839999999999999,10.409199999999998,0.5,19.164440000000003,604.32,5.7,-1.0672,10.7411916,8900.0,26.5436,2.08
21.0555,1.014375074,0.0,0.0,1.0,3.3084972096,25.946,3740.641123417188,1.0844,-4.8633011101,166.22,2.56,4.845,1164.0,3.1872534658000005,11.670000000000002,15.599999999999998,44.31348,1.0,1900.0,3.16,111.34,2.534,2.78,4.01568773288,1034.77,95.3,1.15222,2649.82,18.2982,14.16,0.0,28.2648,0.0,1468.0,-3.4763438090000003,3.4,37.66,46.62,6.839999999999999,10.6352,0.4936,17.22244,612.38,5.7,-1.0839,10.7166772,8900.0,26.5436,2.2
21.0264,1.070656287,0.0,0.0,0.94,3.2898324882,25.91,3740.641123417188,1.0838,-4.7909953972,166.22,2.38,4.9884,1242.0,3.18470246794,11.670000000000002,15.599999999999998,44.31348,1.0,1900.0,3.16,110.98,2.9359999999999995,2.78,4.01247367694,1034.692,93.2,1.15294,2649.82,18.2982,13.740000000000002,0.0,28.2474,0.0,1510.0,-3.3980199416000003,3.4,37.48,46.62,6.839999999999999,10.5812,0.4923999999999999,18.41044,609.8,5.7,-1.0722,10.7153938,8900.0,26.5436,2.14
20.9702,0.878158136,0.0,0.0,0.9000000000000001,3.3206036934,25.886,3122.703138328077,1.0818,-4.768260642,140.4,2.46,4.6046000000000005,1192.0,3.1777084699,11.623333333333331,16.099999999999998,39.79456666666667,0.0,2016.6666666666663,3.1666666666666665,110.54,2.97,2.78,4.0036617916,1035.824,94.6,1.14972,2811.183333333334,17.2885,14.72,1.0,28.2714,0.0,1604.0,-3.3779525402000004,4.333333333333333,39.28800000000001,38.85,5.999999999999999,10.5052,0.496,19.054440000000003,597.74,5.7,-1.055,10.7328596,8900.0,26.541333333333338,2.1
20.9702,1.006768228,0.0,0.0,0.9000000000000001,3.3206036934,25.886,3122.703138328077,1.0818,-4.768260642,140.4,2.46,4.6046000000000005,1192.0,3.1777084699,11.623333333333331,16.099999999999998,39.79456666666667,1.0,2016.6666666666663,3.1666666666666665,110.54,2.97,2.78,4.0036617916,1035.824,94.6,1.14972,2811.183333333334,17.2885,14.72,0.0,28.2714,0.0,1604.0,-3.3779525402000004,4.333333333333333,39.28800000000001,38.85,5.999999999999999,10.5052,0.496,19.054440000000003,597.74,5.7,-1.055,10.7328596,8900.0,26.541333333333338,2.1
20.4623,1.261599069,0.0,0.0,0.76,3.473814666,25.424,4673.7566178235065,1.0707,-4.839689643,211.125,2.77,4.21281,1046.0,3.14878475368,6.11025,8.399999999999999,45.11685,0.0,1550.0,2.7875,109.1,2.7219999999999995,2.61,3.96722019277,1038.77,97.9,1.13439,1928.025,20.0425,16.56,1.0,28.2772,0.0,1389.0,-3.4613364976000005,2.75,42.83,35.525,4.35,10.1137,0.51,19.89444,581.2674999999999,11.8,-1.0633,10.7724824,7874.0,27.322,2.01
20.4015,1.228745995,0.0,0.0,0.8200000000000001,3.4388502104,25.344,4671.736486528489,1.0697,-4.9139548387000005,204.925,2.79,4.4799,1114.0,3.1454405482800007,12.7875,8.399999999999999,38.141850000000005,0.0,3250.0,2.825,109.32,2.754,2.61,3.96300675801,1039.827,98.8,1.1320800000000002,2596.025,18.90525,16.939999999999998,1.0,28.2558,0.0,1441.0,-3.5357306617000006,3.25,43.73,52.275,5.15,10.1742,0.5146999999999999,19.61544,604.4699999999999,7.3,-1.065,10.7822073,8570.0,26.787000000000003,2.03
20.3065,1.188529957,0.0,0.0,0.7,3.386561878,25.235,4669.971274393836,1.067,-4.7589184775,206.45,2.65,4.501499999999999,1045.0,3.1383080382500004,9.6575,11.8,47.391850000000005,0.0,1425.0,3.1125,108.6,2.97,2.8800000000000003,3.95402035845,1039.65,98.6,1.1304500000000002,2138.275,19.86725,17.080000000000002,1.0,28.3093,0.0,1310.0,-3.375335024,2.0,44.65,56.025,7.15,10.0212,0.515,20.40544,590.93,11.8,-1.0645,10.7805128,8908.0,27.1545,1.9
20.327,1.423274756,0.0,0.0,0.8,3.454346924,25.28,6222.981271044546,1.068,-4.895876467,270.8,2.8,4.318,1040.0,3.1401008102000003,7.05,8.399999999999999,32.9558,0.0,1400.0,2.4166666666666665,109.0,2.8,2.61,3.9562791096,1040.78,98.8,1.1302,1789.0333333333333,20.433666666666667,17.38,0.0,28.2608,0.0,1380.0,-3.51765229,2.0,44.8,37.7,4.666666666666666,10.1012,0.516,19.88044,595.08,11.8,-1.065,10.7936428,7874.0,27.516000000000005,2.0
20.55255,1.279379967,0.0,0.0,0.76,3.4803374625000005,25.433,4673.977649598925,1.0704,-4.8526320943000005,208.6,2.78,4.2514,1042.0,3.1528399820300006,7.074999999999999,8.399999999999999,41.36685,0.0,1450.0,2.85,109.07,2.775,2.61,3.97232946034,1040.273,97.92,1.13399,2060.525,18.98325,16.74,1.0,28.2797,0.0,1382.0,-3.4737467008000005,2.5,43.19,58.525,5.675,10.0878,0.5106999999999999,19.74444,582.0207999999999,11.8,-1.1455499999999998,10.788058,7874.0,27.3845,2.0
21.2292,1.240200301,0.0,0.0,0.64,3.558309078,25.892,4673.977649598925,1.0776,-4.722898976200001,208.6,2.72,4.0516000000000005,1048.0,3.19105749752,7.074999999999999,8.399999999999999,41.36685,1.0,1450.0,2.85,109.28,2.7,2.61,4.020480512560001,1038.752,95.28,1.14536,2060.525,18.98325,14.820000000000002,0.0,28.3364,0.0,1388.0,-3.3420299332,2.5,38.36000000000001,58.525,5.675,10.0476,0.4948,19.336440000000003,542.8432,11.8,-1.3872,10.7713036,7874.0,27.3845,2.0
23.451200000000004,0.989212628,0.0,0.0,0.24,3.759475464,28.252,3746.2788114955815,1.1066,-4.2917199802,169.56,2.62,3.781200000000001,1508.0,3.3170849555200004,7.881199999999999,10.3,34.66748,1.0,2360.0,3.1100000000000003,110.88,1.6699999999999997,2.61,4.17926515966,1033.152,73.58000000000001,1.19126,2015.82,18.524,7.82,0.0,28.3784,0.0,1678.0,-2.9030198712,2.6,20.66,68.82,4.719999999999999,9.2476,0.4337999999999999,12.10344,416.1832,11.8,-1.6911999999999998,10.7096136,9780.0,27.0116,1.9
22.5624,0.922249885,0.0,0.0,0.4,3.6790089096,27.308,3746.2788114955815,1.095,-4.4641915786,169.56,2.66,3.88936,1324.0,3.2666739723200005,7.881199999999999,10.3,34.66748,1.0,2360.0,3.1100000000000003,110.24,2.0819999999999994,2.61,4.11575130082,1035.392,82.25999999999999,1.1729,2015.82,18.524,10.62,0.0,28.3616,0.0,1562.0,-3.078623896,2.6,27.74,68.82,4.719999999999999,9.5676,0.4581999999999999,14.996639999999998,466.8472,11.8,-1.5696,10.7342896,9780.0,27.0116,1.94
21.6736,1.060064104,0.0,0.0,0.5599999999999999,3.5985423552,26.364,3746.2788114955815,1.0834,-4.636663177000001,169.56,2.7,3.99752,1140.0,3.21626298912,7.881199999999999,10.3,34.66748,1.0,2360.0,3.1100000000000003,109.6,2.4939999999999998,2.61,4.05223744198,1037.632,90.93999999999998,1.15454,2015.82,18.524,13.420000000000002,0.0,28.3448,0.0,1446.0,-3.2542279208,2.6,34.82,68.82,4.719999999999999,9.887599999999996,0.4825999999999999,17.88984,517.5111999999999,11.8,-1.448,10.7589656,9780.0,27.0116,1.98
20.45165,1.100733813,0.0,0.0,0.84,3.4321124962000003,25.395,4673.052439100708,1.0708,-4.898481208950001,204.525,2.78,4.3899,1052.0,3.1482430303400006,10.5375,8.899999999999999,30.39185,0.0,1700.0,2.675,109.43,2.711,2.61,3.96653766414,1039.787,98.45,1.13379,2512.275,18.60775,16.889999999999997,1.0,28.2634,0.0,1390.0,-3.5194701951000003,3.5,43.63,40.775,4.075,10.1962,0.5124,19.30544,598.2499999999999,5.7,-1.06945,10.7809578,7874.0,26.977,2.04
20.836,0.990448595,0.0,0.0,0.64,3.4438517982000003,25.82,3743.926591190129,1.0754,-4.6687309789,171.2,2.7,4.12908,1142.0,3.1704017187,7.8648,15.999999999999998,44.54748,1.0,2420.0,3.1,109.12,2.708,2.61,3.994455862,1042.602,93.76,1.1412,1676.8200000000002,19.1904,15.2,0.0,28.275,0.0,1422.0,-3.2872824204000004,1.7999999999999998,38.940000000000005,44.62,6.359999999999999,9.656866666666,0.4948,19.14984,547.3816,11.8,-1.1218,10.81114078,9780.0,26.6916,1.9
20.0116,1.120830499,0.01,0.01,0.89,3.4723353391000003,24.981,4675.498384361861,1.0643,-4.923185457500001,202.6,2.81,4.3435,1048.0,3.12983263958,7.705,10.4,27.36685,0.0,1825.0,2.6125,108.81,2.78,2.61,3.94334202529,1041.671,98.45,1.12602,2222.525,18.349,17.551,1.0,28.3504,0.0,1445.0,-3.5435239378,5.5,45.22,40.775,3.7,9.9392,0.52,19.80244,600.9399999999999,-2.0,-1.0592,10.80302416,7901.0,29.8945,2.16
15.479100000000004,1.376561458,0.02,0.02,0.8,4.455086917,20.864,3747.9332895898,0.9886,-5.2399067206000005,166.24,3.24,4.87144,1574.0,2.9839168499,7.829199999999999,10.3,23.84748,0.0,2660.0,2.918,99.38,2.508,2.61,3.75949965028,1069.238,67.72,1.04956,2153.42,17.7078,18.576,1.0,27.8864,0.0,1832.0,-3.8482132488,4.000000000000001,48.48,54.620000000000005,3.28,4.3692,0.5728,18.28824,535.376,5.4,-1.4863,11.08920656,9780.0,27.053600000000003,2.64
16.3076,0.949310678,0.0,0.0,0.76,4.1393483184,21.826,3741.1553964001537,1.0086,-5.0286190064000005,168.14,2.9800000000000004,4.8432,1532.0,3.01343555186,9.7532,17.0,38.37348,0.0,2720.0,3.3160000000000003,100.06,3.098,2.7,3.79669088424,1065.428,75.30000000000001,1.07168,1983.22,19.2148,17.93,1.0,27.8662,0.0,1758.0,-3.6380642914,2.4,46.98,35.419999999999995,7.0,4.7202,0.5531999999999999,18.132440000000003,552.8000000000001,11.8,-1.4932,11.0484894,9780.0,26.3196,2.26
